refmet_name,formula
DG 20:3_26:2,C49H86O5
DG 20:3_26:6,C49H78O5
DG 20:3_38:0,C61H114O5
DG 20:3_39:0,C62H116O5
DG 20:4_22:6,C45H68O5
DG 20:4_25:6,C48H74O5
DG 20:4_26:2,C49H84O5
DG 20:4_39:0,C62H114O5
DG 20:5_22:6,C45H66O5
DG 20:5_23:0,C46H80O5
DG 20:5_25:0,C48H84O5
DG 20:5_26:2,C49H82O5
DG 20:5_26:6,C49H74O5
DG 20:5_27:0,C50H88O5
DG 20:5_28:0,C51H90O5
DG 20:5_29:0,C52H92O5
DG 20:5_30:0,C53H94O5
DG 20:5_31:0,C54H96O5
DG 20:5_32:0,C55H98O5
DG 20:5_33:0,C56H100O5
DG 20:5_34:0,C57H102O5
DG 20:5_35:0,C58H104O5
DG 20:5_37:0,C60H108O5
DG 20:5_39:0,C62H112O5
DG 21:0_39:0,C63H124O5
DG 21:1,C24H44O5
DG 21:2,C24H42O5
DG 21:4,C24H38O5
DG 22:0_39:0,C64H126O5
DG 22:1_38:0,C63H122O5
DG 22:1_39:0,C64H124O5
DG 22:2_38:0,C63H120O5
DG 22:2_39:0,C64H122O5
DG 22:3,C25H42O5
DG 22:4,C25H40O5
DG 22:4_22:6,C47H72O5
DG 22:4_26:2,C51H88O5
DG 22:4_39:0,C64H118O5
DG 22:5_22:6,C47H70O5
DG 22:5_26:2,C51H86O5
DG 22:5_26:4,C51H82O5
DG 22:5_38:0,C63H114O5
DG 22:5_39:0,C64H116O5
DG 22:6,C25H36O5
DG 22:6_22:6,C47H68O5
DG 22:6_23:0,C48H82O5
DG 22:6_24:4,C49H76O5
DG 22:6_25:0,C50H86O5
DG 22:6_25:4,C50H78O5
DG 22:6_25:5,C50H76O5
DG 22:6_25:6,C50H74O5
DG 22:6_26:2,C51H84O5
DG 22:6_26:6,C51H76O5
DG 22:6_27:0,C52H90O5
DG 22:6_27:1,C52H88O5
DG 22:6_27:5,C52H80O5
DG 22:6_27:6,C52H78O5
DG 22:6_27:8,C52H74O5
DG 22:6_28:0,C53H92O5
DG 22:6_29:0,C54H94O5
DG 22:6_30:0,C55H96O5
DG 22:6_31:0,C56H98O5
DG 22:6_32:0,C57H100O5
DG 22:6_33:0,C58H102O5
DG 22:6_34:0,C59H104O5
DG 22:6_35:0,C60H106O5
DG 22:6_37:0,C62H110O5
DG 22:6_38:0,C63H112O5
DG 22:6_39:0,C64H114O5
DG 22:6_40:2,C65H112O5
DG 23:0_39:0,C65H128O5
DG 23:2,C26H46O5
DG 23:5,C26H40O5
DG 24:0_39:0,C66H130O5
DG 24:1_38:0,C65H126O5
DG 24:1_39:0,C66H128O5
DG 24:2,C27H48O5
DG 24:3,C27H46O5
DG 24:4_38:0,C65H120O5
DG 24:4_39:0,C66H122O5
DG 25:0_39:0,C67H132O5
DG 25:4,C28H46O5
DG 26:0_39:0,C68H134O5
DG 26:1_38:0,C67H130O5
DG 26:1_39:0,C68H132O5
DG 26:2,C29H52O5
DG 26:2_36:0,C65H124O5
DG 26:2_37:0,C66H126O5
DG 26:2_38:0,C67H128O5
DG 26:2_39:0,C68H130O5
DG 26:3,C29H50O5
DG 26:4,C29H48O5
DG 26:5,C29H46O5
DG 27:0_39:0,C69H136O5
DG 27:4,C30H50O5
DG 28:0_39:0,C70H138O5
DG 28:5,C31H50O5
DG 28:7,C31H46O5
DG 29:0_39:0,C71H140O5
DG 30:0_39:0,C72H142O5
DG 3:0_16:0,C22H42O5
DG 3:0_29:8,C35H52O5
DG 30:6,C33H52O5
DG 31:0_39:0,C73H144O5
DG 31:6,C34H54O5
DG 31:8,C34H50O5
DG 32:0_39:0,C74H146O5
DG 33:0_39:0,C75H148O5
DG 33:8,C36H54O5
DG 34:0_39:0,C76H150O5
DG 34:8,C37H56O5
DG 35:0_39:0,C77H152O5
DG 36:0_39:0,C78H154O5
DG 37:0_39:0,C79H156O5
DG 37:9,C40H60O5
DG 38:0_39:0,C80H158O5
DG 38:10,C41H60O5
DG 38:11,C41H58O5
DG 39:0_39:0,C81H160O5
DG 40:11,C43H62O5
DG 4:0_17:3,C24H40O5
DG 41:8,C44H70O5
DG 42:12,C45H64O5
DG 43:7,C46H76O5
DG 43:8,C46H74O5
DG 43:9,C46H72O5
DG 46:12,C49H72O5
DG 48:10,C51H80O5
DG 48:11,C51H78O5
DG 50:13,C53H78O5
DG 50:8,C53H88O5
DG 50:9,C53H86O5
DG 51:8,C54H90O5
DG 52:10,C55H88O5
DG 52:11,C55H86O5
DG 52:12,C55H84O5
DG 52:7,C55H94O5
DG 52:8,C55H92O5
DG 52:9,C55H90O5
Archaeol,C43H88O3
DG O-14:0_10:0,C27H54O4
DG O-14:0_11:0,C28H56O4
DG O-14:0_12:0,C29H58O4
DG O-14:0_13:0,C30H60O4
DG O-14:0_14:0,C31H62O4
DG O-14:0_15:0,C32H64O4
DG O-14:0_16:0,C33H66O4
DG O-14:0_17:0,C34H68O4
DG O-14:0_18:0,C35H70O4
DG O-14:0_19:0,C36H72O4
DG O-14:0_20:0,C37H74O4
DG O-14:0_21:0,C38H76O4
DG O-14:0_22:0,C39H78O4
DG O-14:0_23:0,C40H80O4
DG O-14:0_24:0,C41H82O4
DG O-14:0_25:0,C42H84O4
DG O-14:0_26:0,C43H86O4
DG O-14:0_27:0,C44H88O4
DG O-14:0_28:0,C45H90O4
DG O-14:0_29:0,C46H92O4
DG O-14:0_30:0,C47H94O4
DG O-14:0_31:0,C48H96O4
DG O-14:0_32:0,C49H98O4
DG O-14:0_33:0,C50H100O4
DG O-14:0_34:0,C51H102O4
DG O-14:0_35:0,C52H104O4
DG O-14:0_36:0,C53H106O4
DG O-14:0_37:0,C54H108O4
DG O-14:0_38:0,C55H110O4
DG O-14:0_39:0,C56H112O4
DG O-16:0,C19H38O4
DG O-16:0_38:0,C57H114O4
DG O-16:0_39:0,C58H116O4
DG O-18:0,C21H42O4
DG O-18:0_38:0,C59H118O4
DG O-18:0_39:0,C60H120O4
DG O-19:0,C22H44O4
DG O-20:0,C23H46O4
DG O-20:0_38:0,C61H122O4
DG O-20:0_39:0,C62H124O4
DG O-22:0,C25H50O4
DG O-22:0_38:0,C63H126O4
DG O-22:0_39:0,C64H128O4
Crasseride 2a,C41H80O8
DGDG 10:0_10:0,C35H64O15
DGDG 10:0_11:0,C36H66O15
DGDG 10:0_12:0,C37H68O15
DGDG 10:0_13:0,C38H70O15
DGDG 10:0_14:0,C39H72O15
DGDG 10:0_14:1,C39H70O15
DGDG 10:0_15:0,C40H74O15
DGDG 10:0_15:1,C40H72O15
DGDG 10:0_16:0,C41H76O15
DGDG 10:0_16:1,C41H74O15
DGDG 10:0_17:0,C42H78O15
DGDG 10:0_17:1,C42H76O15
DGDG 10:0_17:2,C42H74O15
DGDG 10:0_18:0,C43H80O15
DGDG 10:0_18:1,C43H78O15
DGDG 10:0_18:2,C43H76O15
DGDG 10:0_18:3,C43H74O15
DGDG 10:0_18:4,C43H72O15
DGDG 10:0_19:0,C44H82O15
DGDG 10:0_20:0,C45H84O15
DGDG 10:0_20:1,C45H82O15
DGDG 10:0_20:2,C45H80O15
DGDG 10:0_20:3,C45H78O15
DGDG 10:0_20:4,C45H76O15
DGDG 10:0_20:5,C45H74O15
DGDG 10:0_21:0,C46H86O15
DGDG 10:0_22:0,C47H88O15
DGDG 10:0_22:1,C47H86O15
DGDG 10:0_22:2,C47H84O15
DGDG 10:0_22:4,C47H80O15
DGDG 10:0_22:5,C47H78O15
DGDG 10:0_22:6,C47H76O15
DGDG 10:0_23:0,C48H90O15
DGDG 10:0_24:0,C49H92O15
DGDG 10:0_24:1,C49H90O15
DGDG 10:0_24:4,C49H84O15
DGDG 10:0_25:0,C50H94O15
DGDG 10:0_26:0,C51H96O15
DGDG 10:0_26:1,C51H94O15
DGDG 10:0_26:2,C51H92O15
DGDG 10:0_27:0,C52H98O15
DGDG 10:0_28:0,C53H100O15
DGDG 10:0_29:0,C54H102O15
DGDG 10:0_30:0,C55H104O15
DGDG 10:0_31:0,C56H106O15
DGDG 10:0_32:0,C57H108O15
DGDG 10:0_33:0,C58H110O15
DGDG 10:0_34:0,C59H112O15
DGDG 10:0_35:0,C60H114O15
DGDG 10:0_36:0,C61H116O15
DGDG 10:0_37:0,C62H118O15
DGDG 10:0_38:0,C63H120O15
DGDG 10:0_39:0,C64H122O15
DGDG 11:0_18:1,C44H80O15
DGDG 11:0_18:2,C44H78O15
DGDG 11:0_18:3,C44H76O15
DGDG 11:0_18:4,C44H74O15
DGDG 11:0_20:1,C46H84O15
DGDG 11:0_20:2,C46H82O15
DGDG 11:0_20:3,C46H80O15
DGDG 11:0_20:4,C46H78O15
DGDG 11:0_20:5,C46H76O15
DGDG 11:0_22:1,C48H88O15
DGDG 11:0_22:2,C48H86O15
DGDG 11:0_22:4,C48H82O15
DGDG 11:0_22:5,C48H80O15
DGDG 11:0_22:6,C48H78O15
DGDG 11:0_24:1,C50H92O15
DGDG 11:0_24:4,C50H86O15
DGDG 11:0_26:1,C52H96O15
DGDG 11:0_26:2,C52H94O15
DGDG 11:0_39:0,C65H124O15
DGDG 12:0_20:3,C47H82O15
DGDG 12:0_22:2,C49H88O15
DGDG 12:0_22:5,C49H82O15
DGDG 12:0_22:6,C49H80O15
DGDG 12:0_24:4,C51H88O15
DGDG 12:0_26:1,C53H98O15
DGDG 12:0_26:2,C53H96O15
DGDG 12:0_39:0,C66H126O15
DGDG 13:0_20:3,C48H84O15
DGDG 13:0_22:2,C50H90O15
DGDG 13:0_22:5,C50H84O15
DGDG 13:0_22:6,C50H82O15
DGDG 13:0_24:4,C52H90O15
DGDG 13:0_26:1,C54H100O15
DGDG 13:0_26:2,C54H98O15
DGDG 13:0_39:0,C67H128O15
DGDG 14:0_20:3,C49H86O15
DGDG 14:0_22:5,C51H86O15
DGDG 14:0_22:6,C51H84O15
DGDG 14:0_24:4,C53H92O15
DGDG 14:0_26:1,C55H102O15
DGDG 14:0_26:2,C55H100O15
DGDG 14:0_39:0,C68H130O15
DGDG 14:1_22:2,C51H90O15
DGDG 14:1_22:6,C51H82O15
DGDG 14:1_24:4,C53H90O15
DGDG 14:1_26:2,C55H98O15
DGDG 14:1_27:0,C56H104O15
DGDG 14:1_28:0,C57H106O15
DGDG 14:1_29:0,C58H108O15
DGDG 14:1_30:0,C59H110O15
DGDG 14:1_31:0,C60H112O15
DGDG 14:1_32:0,C61H114O15
DGDG 14:1_33:0,C62H116O15
DGDG 14:1_34:0,C63H118O15
DGDG 14:1_35:0,C64H120O15
DGDG 14:1_36:0,C65H122O15
DGDG 14:1_37:0,C66H124O15
DGDG 14:1_38:0,C67H126O15
DGDG 14:1_39:0,C68H128O15
DGDG 15:0_20:3,C50H88O15
DGDG 15:0_22:5,C52H88O15
DGDG 15:0_22:6,C52H86O15
DGDG 15:0_24:4,C54H94O15
DGDG 15:0_26:2,C56H102O15
DGDG 15:0_39:0,C69H132O15
DGDG 15:1_22:2,C52H92O15
DGDG 15:1_22:6,C52H84O15
DGDG 15:1_24:4,C54H92O15
DGDG 15:1_26:2,C56H100O15
DGDG 15:1_39:0,C69H130O15
DGDG 16:0_22:6,C53H88O15
DGDG 16:0_24:4,C55H96O15
DGDG 16:0_26:2,C57H104O15
DGDG 16:0_39:0,C70H134O15
DGDG 16:1_22:2,C53H94O15
DGDG 16:1_22:6,C53H86O15
DGDG 16:1_24:4,C55H94O15
DGDG 16:1_26:2,C57H102O15
DGDG 16:1_39:0,C70H132O15
DGDG 17:0_22:6,C54H90O15
DGDG 17:0_24:4,C56H98O15
DGDG 17:0_26:2,C58H106O15
DGDG 17:0_39:0,C71H136O15
DGDG 17:1_22:2,C54H96O15
DGDG 17:1_22:6,C54H88O15
DGDG 17:1_24:4,C56H96O15
DGDG 17:1_26:2,C58H104O15
DGDG 17:1_39:0,C71H134O15
DGDG 17:2_22:6,C54H86O15
DGDG 17:2_24:4,C56H94O15
DGDG 17:2_26:2,C58H102O15
DGDG 17:2_27:0,C59H108O15
DGDG 17:2_28:0,C60H110O15
DGDG 17:2_29:0,C61H112O15
DGDG 17:2_30:0,C62H114O15
DGDG 17:2_31:0,C63H116O15
DGDG 17:2_32:0,C64H118O15
DGDG 17:2_33:0,C65H120O15
DGDG 17:2_34:0,C66H122O15
DGDG 17:2_35:0,C67H124O15
DGDG 17:2_36:0,C68H126O15
DGDG 17:2_37:0,C69H128O15
DGDG 17:2_38:0,C70H130O15
DGDG 17:2_39:0,C71H132O15
DGDG 18:0_22:6,C55H92O15
DGDG 18:0_24:4,C57H100O15
DGDG 18:0_39:0,C72H138O15
DGDG 18:1_22:6,C55H90O15
DGDG 18:1_24:4,C57H98O15
DGDG 18:1_26:2,C59H106O15
DGDG 18:1_39:0,C72H136O15
DGDG 18:2_22:6,C55H88O15
DGDG 18:2_24:4,C57H96O15
DGDG 18:2_26:2,C59H104O15
DGDG 18:2_39:0,C72H134O15
DGDG 18:3_20:5,C53H84O15
DGDG 18:3_22:6,C55H86O15
DGDG 18:3_24:4,C57H94O15
DGDG 18:3_26:2,C59H102O15
DGDG 18:3_27:0,C60H108O15
DGDG 18:3_28:0,C61H110O15
DGDG 18:3_29:0,C62H112O15
DGDG 18:3_30:0,C63H114O15
DGDG 18:3_31:0,C64H116O15
DGDG 18:3_32:0,C65H118O15
DGDG 18:3_33:0,C66H120O15
DGDG 18:3_34:0,C67H122O15
DGDG 18:3_35:0,C68H124O15
DGDG 18:3_36:0,C69H126O15
DGDG 18:3_37:0,C70H128O15
DGDG 18:3_38:0,C71H130O15
DGDG 18:3_39:0,C72H132O15
DGDG 18:4_18:4,C51H80O15
DGDG 18:4_20:5,C53H82O15
DGDG 18:4_22:6,C55H84O15
DGDG 18:4_24:4,C57H92O15
DGDG 18:4_26:2,C59H100O15
DGDG 18:4_27:0,C60H106O15
DGDG 18:4_28:0,C61H108O15
DGDG 18:4_29:0,C62H110O15
DGDG 18:4_30:0,C63H112O15
DGDG 18:4_31:0,C64H114O15
DGDG 18:4_32:0,C65H116O15
DGDG 18:4_33:0,C66H118O15
DGDG 18:4_34:0,C67H120O15
DGDG 18:4_35:0,C68H122O15
DGDG 18:4_36:0,C69H124O15
DGDG 18:4_37:0,C70H126O15
DGDG 18:4_38:0,C71H128O15
DGDG 18:4_39:0,C72H130O15
"DGDG 18:5(3Z,6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z)",C51H78O15
DGDG 19:0_39:0,C73H140O15
DGDG 20:0_39:0,C74H142O15
DGDG 20:1_24:6,C59H98O15
DGDG 20:1_38:0,C73H138O15
DGDG 20:1_39:0,C74H140O15
DGDG 2:0/16:1(7Z),C33H58O15
DGDG 2:0/18:1(11E),C35H62O15
"DGDG 2:0/18:2(2E,4E)",C35H60O15
"DGDG 2:0/20:3(5Z,8Z,11Z)",C37H62O15
DGDG 20:2_38:0,C73H136O15
DGDG 20:2_39:0,C74H138O15
DGDG 20:3_22:6,C57H90O15
DGDG 20:3_26:2,C61H106O15
DGDG 20:3_38:0,C73H134O15
DGDG 20:3_39:0,C74H136O15
DGDG 20:4_22:6,C57H88O15
DGDG 20:4_24:4,C59H96O15
DGDG 20:4_26:2,C61H104O15
DGDG 20:4_38:0,C73H132O15
DGDG 20:4_39:0,C74H134O15
DGDG 20:5_22:6,C57H86O15
DGDG 20:5_23:0,C58H100O15
DGDG 20:5_24:4,C59H94O15
DGDG 20:5_25:0,C60H104O15
DGDG 20:5_26:2,C61H102O15
DGDG 20:5_27:0,C62H108O15
DGDG 20:5_28:0,C63H110O15
DGDG 20:5_29:0,C64H112O15
DGDG 20:5_30:0,C65H114O15
DGDG 20:5_31:0,C66H116O15
DGDG 20:5_32:0,C67H118O15
DGDG 20:5_33:0,C68H120O15
DGDG 20:5_34:0,C69H122O15
DGDG 20:5_35:0,C70H124O15
DGDG 20:5_36:0,C71H126O15
DGDG 20:5_37:0,C72H128O15
DGDG 20:5_38:0,C73H130O15
DGDG 20:5_39:0,C74H132O15
DGDG 21:0_22:6,C58H98O15
DGDG 21:0_39:0,C75H144O15
DGDG 21:2,C36H62O15
DGDG 22:0_39:0,C76H146O15
DGDG 22:1_38:0,C75H142O15
DGDG 22:1_39:0,C76H144O15
DGDG 22:2_38:0,C75H140O15
DGDG 22:2_39:0,C76H142O15
DGDG 22:4_22:6,C59H92O15
DGDG 22:4_24:4,C61H100O15
DGDG 22:4_26:2,C63H108O15
DGDG 22:4_38:0,C75H136O15
DGDG 22:4_39:0,C76H138O15
DGDG 22:5_22:6,C59H90O15
DGDG 22:5_24:4,C61H98O15
DGDG 22:5_26:2,C63H106O15
DGDG 22:5_38:0,C75H134O15
DGDG 22:5_39:0,C76H136O15
DGDG 22:6_22:6,C59H88O15
DGDG 22:6_23:0,C60H102O15
DGDG 22:6_24:4,C61H96O15
DGDG 22:6_25:0,C62H106O15
DGDG 22:6_26:2,C63H104O15
DGDG 22:6_27:0,C64H110O15
DGDG 22:6_28:0,C65H112O15
DGDG 22:6_29:0,C66H114O15
DGDG 22:6_30:0,C67H116O15
DGDG 22:6_31:0,C68H118O15
DGDG 22:6_32:0,C69H120O15
DGDG 22:6_33:0,C70H122O15
DGDG 22:6_34:0,C71H124O15
DGDG 22:6_35:0,C72H126O15
DGDG 22:6_36:0,C73H128O15
DGDG 22:6_37:0,C74H130O15
DGDG 22:6_38:0,C75H132O15
DGDG 22:6_39:0,C76H134O15
DGDG 23:0_39:0,C77H148O15
DGDG 23:3,C38H64O15
DGDG 24:0_39:0,C78H150O15
DGDG 24:1_38:0,C77H146O15
DGDG 24:1_39:0,C78H148O15
DGDG 24:4_38:0,C77H140O15
DGDG 24:4_39:0,C78H142O15
DGDG 25:0_39:0,C79H152O15
DGDG 26:0_39:0,C80H154O15
DGDG 26:1_38:0,C79H150O15
DGDG 26:1_39:0,C80H152O15
DGDG 26:2_36:0,C77H144O15
DGDG 26:2_37:0,C78H146O15
DGDG 26:2_38:0,C79H148O15
DGDG 26:2_39:0,C80H150O15
DGDG 26:8,C41H60O15
DGDG 27:0_39:0,C81H156O15
DGDG 27:4,C42H70O15
DGDG 27:9,C42H60O15
DGDG 28:0_39:0,C82H158O15
DGDG 28:7,C43H66O15
DGDG 29:0_39:0,C83H160O15
DGDG 29:5,C44H72O15
DGDG 30:0_39:0,C84H162O15
DGDG 30:9,C45H66O15
DGDG 31:0_39:0,C85H164O15
DGDG 31:13,C46H60O15
DGDG 31:6,C46H74O15
DGDG 32:0_39:0,C86H166O15
DGDG 32:8,C47H72O15
DGDG 33:0_39:0,C87H168O15
DGDG 34:0_39:0,C88H170O15
DGDG 34:7,C49H78O15
DGDG 35:0_39:0,C89H172O15
DGDG 35:13,C50H68O15
DGDG 35:14,C50H66O15
DGDG 36:0_39:0,C90H174O15
DGDG 36:11,C51H74O15
DGDG 36:15,C51H66O15
DGDG 37:0_39:0,C91H176O15
DGDG 37:14,C52H70O15
DGDG 38:0_39:0,C92H178O15
DGDG 38:12,C53H76O15
DGDG 38:14,C53H72O15
DGDG 39:0_39:0,C93H180O15
DGDG 39:10,C54H82O15
DGDG 39:14,C54H74O15
DGDG 39:15,C54H72O15
DGDG 39:9,C54H84O15
DGDG 40:20,C55H64O15
DGDG 41:12,C56H82O15
DGDG 41:14,C56H78O15
DGDG 43:15,C58H80O15
DGDG 45:13,C60H88O15
DGDG 45:18,C60H78O15
DGDG 49:20,C64H82O15
DGDG 60:12,C75H120O15
MGDG 10:0_10:0,C29H54O10
MGDG 10:0_11:0,C30H56O10
MGDG 10:0_12:0,C31H58O10
MGDG 10:0_13:0,C32H60O10
MGDG 10:0_14:0,C33H62O10
MGDG 10:0_14:1,C33H60O10
MGDG 10:0_15:0,C34H64O10
MGDG 10:0_15:1,C34H62O10
MGDG 10:0_16:0,C35H66O10
MGDG 10:0_16:1,C35H64O10
MGDG 10:0_17:0,C36H68O10
MGDG 10:0_17:1,C36H66O10
MGDG 10:0_17:2,C36H64O10
MGDG 10:0_18:0,C37H70O10
MGDG 10:0_18:1,C37H68O10
MGDG 10:0_18:2,C37H66O10
MGDG 10:0_18:3,C37H64O10
MGDG 10:0_18:4,C37H62O10
MGDG 10:0_19:0,C38H72O10
MGDG 10:0_20:0,C39H74O10
MGDG 10:0_20:1,C39H72O10
MGDG 10:0_20:2,C39H70O10
MGDG 10:0_20:3,C39H68O10
MGDG 10:0_20:4,C39H66O10
MGDG 10:0_20:5,C39H64O10
MGDG 10:0_21:0,C40H76O10
MGDG 10:0_22:0,C41H78O10
MGDG 10:0_22:1,C41H76O10
MGDG 10:0_22:2,C41H74O10
MGDG 10:0_22:4,C41H70O10
MGDG 10:0_22:5,C41H68O10
MGDG 10:0_22:6,C41H66O10
MGDG 10:0_23:0,C42H80O10
MGDG 10:0_24:0,C43H82O10
MGDG 10:0_24:1,C43H80O10
MGDG 10:0_24:4,C43H74O10
MGDG 10:0_25:0,C44H84O10
MGDG 10:0_26:0,C45H86O10
MGDG 10:0_26:1,C45H84O10
MGDG 10:0_26:2,C45H82O10
MGDG 10:0_27:0,C46H88O10
MGDG 10:0_28:0,C47H90O10
MGDG 10:0_29:0,C48H92O10
MGDG 10:0_30:0,C49H94O10
MGDG 10:0_31:0,C50H96O10
MGDG 10:0_32:0,C51H98O10
MGDG 10:0_33:0,C52H100O10
MGDG 10:0_34:0,C53H102O10
MGDG 10:0_35:0,C54H104O10
MGDG 10:0_36:0,C55H106O10
MGDG 10:0_37:0,C56H108O10
MGDG 10:0_38:0,C57H110O10
MGDG 10:0_39:0,C58H112O10
MGDG 10:4_11:4,C30H40O10
MGDG 11:0_18:1,C38H70O10
MGDG 11:0_18:2,C38H68O10
MGDG 11:0_18:3,C38H66O10
MGDG 11:0_18:4,C38H64O10
MGDG 11:0_20:1,C40H74O10
MGDG 11:0_20:2,C40H72O10
MGDG 11:0_20:3,C40H70O10
MGDG 11:0_20:4,C40H68O10
MGDG 11:0_20:5,C40H66O10
MGDG 11:0_22:1,C42H78O10
MGDG 11:0_22:2,C42H76O10
MGDG 11:0_22:4,C42H72O10
MGDG 11:0_22:5,C42H70O10
MGDG 11:0_22:6,C42H68O10
MGDG 11:0_24:1,C44H82O10
MGDG 11:0_24:4,C44H76O10
MGDG 11:0_26:1,C46H86O10
MGDG 11:0_26:2,C46H84O10
MGDG 11:0_39:0,C59H114O10
MGDG 12:0_20:3,C41H72O10
MGDG 12:0_22:2,C43H78O10
MGDG 12:0_22:5,C43H72O10
MGDG 12:0_22:6,C43H70O10
MGDG 12:0_24:4,C45H78O10
MGDG 12:0_26:1,C47H88O10
MGDG 12:0_26:2,C47H86O10
MGDG 12:0_26:4,C47H82O10
MGDG 12:0_39:0,C60H116O10
MGDG 13:0,C22H40O10
MGDG 13:0_20:3,C42H74O10
MGDG 13:0_22:2,C44H80O10
MGDG 13:0_22:5,C44H74O10
MGDG 13:0_22:6,C44H72O10
MGDG 13:0_24:4,C46H80O10
MGDG 13:0_26:1,C48H90O10
MGDG 13:0_26:2,C48H88O10
MGDG 13:0_39:0,C61H118O10
MGDG 14:0_20:3,C43H76O10
MGDG 14:0_22:5,C45H76O10
MGDG 14:0_22:6,C45H74O10
MGDG 14:0_26:1,C49H92O10
MGDG 14:0_26:2,C49H90O10
MGDG 14:0_39:0,C62H120O10
MGDG 14:1_22:2,C45H80O10
MGDG 14:1_22:6,C45H72O10
MGDG 14:1_24:4,C47H80O10
MGDG 14:1_26:2,C49H88O10
MGDG 14:1_27:0,C50H94O10
MGDG 14:1_28:0,C51H96O10
MGDG 14:1_29:0,C52H98O10
MGDG 14:1_30:0,C53H100O10
MGDG 14:1_31:0,C54H102O10
MGDG 14:1_32:0,C55H104O10
MGDG 14:1_33:0,C56H106O10
MGDG 14:1_34:0,C57H108O10
MGDG 14:1_35:0,C58H110O10
MGDG 14:1_36:0,C59H112O10
MGDG 14:1_37:0,C60H114O10
MGDG 14:1_38:0,C61H116O10
MGDG 14:1_39:0,C62H118O10
MGDG 15:0_20:3,C44H78O10
MGDG 15:0_22:5,C46H78O10
MGDG 15:0_22:6,C46H76O10
MGDG 15:0_24:4,C48H84O10
MGDG 15:0_26:2,C50H92O10
MGDG 15:0_39:0,C63H122O10
MGDG 15:1_22:2,C46H82O10
MGDG 15:1_22:6,C46H74O10
MGDG 15:1_24:4,C48H82O10
MGDG 15:1_26:2,C50H90O10
MGDG 15:1_39:0,C63H120O10
MGDG 16:0_22:6,C47H78O10
MGDG 16:0_24:4,C49H86O10
MGDG 16:0_26:2,C51H94O10
MGDG 16:0_39:0,C64H124O10
MGDG 16:1_22:2,C47H84O10
MGDG 16:1_22:6,C47H76O10
MGDG 16:1_24:4,C49H84O10
MGDG 16:1_26:2,C51H92O10
MGDG 16:1_39:0,C64H122O10
MGDG 17:0_22:6,C48H80O10
MGDG 17:0_24:4,C50H88O10
MGDG 17:0_26:2,C52H96O10
MGDG 17:0_39:0,C65H126O10
MGDG 17:1_22:2,C48H86O10
MGDG 17:1_22:6,C48H78O10
MGDG 17:1_24:4,C50H86O10
MGDG 17:1_26:2,C52H94O10
MGDG 17:1_39:0,C65H124O10
MGDG 17:2_22:6,C48H76O10
MGDG 17:2_24:4,C50H84O10
MGDG 17:2_26:2,C52H92O10
MGDG 17:2_27:0,C53H98O10
MGDG 17:2_28:0,C54H100O10
MGDG 17:2_29:0,C55H102O10
MGDG 17:2_30:0,C56H104O10
MGDG 17:2_31:0,C57H106O10
MGDG 17:2_32:0,C58H108O10
MGDG 17:2_33:0,C59H110O10
MGDG 17:2_34:0,C60H112O10
MGDG 17:2_35:0,C61H114O10
MGDG 17:2_36:0,C62H116O10
MGDG 17:2_37:0,C63H118O10
MGDG 17:2_38:0,C64H120O10
MGDG 17:2_39:0,C65H122O10
MGDG 18:0_22:6,C49H82O10
MGDG 18:0_24:4,C51H90O10
MGDG 18:0_39:0,C66H128O10
"MGDG 18:1(11E)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)",C49H80O10
MGDG 18:1_24:4,C51H88O10
MGDG 18:1_26:2,C53H96O10
MGDG 18:1_39:0,C66H126O10
MGDG 18:2_22:6,C49H78O10
MGDG 18:2_24:4,C51H86O10
MGDG 18:2_26:2,C53H94O10
MGDG 18:2_39:0,C66H124O10
MGDG 18:3_20:5,C47H74O10
MGDG 18:3_22:6,C49H76O10
MGDG 18:3_24:4,C51H84O10
MGDG 18:3_26:2,C53H92O10
MGDG 18:3_27:0,C54H98O10
MGDG 18:3_28:0,C55H100O10
MGDG 18:3_29:0,C56H102O10
MGDG 18:3_30:0,C57H104O10
MGDG 18:3_31:0,C58H106O10
MGDG 18:3_32:0,C59H108O10
MGDG 18:3_33:0,C60H110O10
MGDG 18:3_34:0,C61H112O10
MGDG 18:3_35:0,C62H114O10
MGDG 18:3_36:0,C63H116O10
MGDG 18:3_37:0,C64H118O10
MGDG 18:3_38:0,C65H120O10
MGDG 18:3_39:0,C66H122O10
MGDG 18:4_18:4,C45H70O10
MGDG 18:4_20:5,C47H72O10
MGDG 18:4_22:6,C49H74O10
MGDG 18:4_24:4,C51H82O10
MGDG 18:4_26:2,C53H90O10
MGDG 18:4_27:0,C54H96O10
MGDG 18:4_28:0,C55H98O10
MGDG 18:4_29:0,C56H100O10
MGDG 18:4_30:0,C57H102O10
MGDG 18:4_31:0,C58H104O10
MGDG 18:4_32:0,C59H106O10
MGDG 18:4_33:0,C60H108O10
MGDG 18:4_34:0,C61H110O10
MGDG 18:4_35:0,C62H112O10
MGDG 18:4_36:0,C63H114O10
MGDG 18:4_37:0,C64H116O10
MGDG 18:4_38:0,C65H118O10
MGDG 18:4_39:0,C66H120O10
MGDG 19:0_39:0,C67H130O10
MGDG 20:0_39:0,C68H132O10
MGDG 20:1_38:0,C67H128O10
